Unnamed: 0,SAVSNET_consult_id,Narrative,SAVSNET MPC,Consult_date,Species,Narrative_cleaned
54,277705,"""improving, r ear blocked with yellowish thick material, l ear cleaned out and canv isulaise ear drum, so drops for this ear, still lots of black material in both ears. antibiotics for infection in r ear.""",other_unwell,10-12-2014 16:54,cat,"""improving, r ear blocked with yellowish thick material, l ear cleaned out and canv isulaise ear drum, so drops for this ear, still lots of black material in both ears. antibiotics for infection in r ear."""
55,2035501,"""1st vacc. o reps all ok at home, settling in well and playing with other cat. occasionally has discharge from eyes and nose but o been cleaning with damp cotton wool and seems to have cleared up. exam: nothing abnormal detected, fine for vacc, both testicles descended. disc flea/worm treatment, castration, toilet training. microchipped in cons.  Next appointment in 3 weeks.""",vaccination,17-08-2016 09:49,cat,"""1st vacc. o reps all ok at home, settling in well and playing with other cat. occasionally has discharge from eyes and nose but o been cleaning with damp cotton wool and seems to have cleared up. exam: nothing abnormal detected, fine for vacc, both testicles descended. disc flea/worm treatment, castration, toilet training. microchipped in cons.  Next appointment in 3 weeks."""
56,2881385,"""in good health, weight steady, mouth good, heart normal, no abnormalities detected.""",vaccination,08-03-2017 15:17,cat,"""in good health, weight steady, mouth good, heart normal, no abnormalities detected."""
57,5089738,. vacc. o no concerns. been much better since had all teeth out. bcs4/9. ears n. hr 160. coat good. ch chip,vaccination,21-09-2018 15:11,cat,. vacc. o no concerns. been much better since had all teeth out. bcs4/9. ears n. hr 160. coat good. ch chip
58,6605046,"CS recheck left ear haematoma. improvements, almost gone, sligly pinna stenotic and where hematomoa was, to to win off steroids now and report if worried. cliped nails in consult room.",other_healthy,29-08-2019 11:09,dog,"CS recheck left ear haematoma. improvements, almost gone, sligly pinna stenotic and where hematomoa was, to to win off steroids now and report if worried. cliped nails in consult room."
59,1709092,"""annaul health check. NA|D, dog very well. Has had episodes of GI probs after vaccination over past few years, off food, eating grasss, D+ with some blood, lasting 2-3 days. Trial promax as doesnt think i\d would help.""",vaccination,07-06-2016 17:17,dog,"""annaul health check. NA|D, dog very well. Has had episodes of GI probs after vaccination over past few years, off food, eating grasss, D+ with some blood, lasting 2-3 days. Trial promax as doesnt think i\d would help."""
60,4154025,"""Mouth healing fine, suturess till in place, advise will dissolve. No need to revisit. Owner likely to spay after next season.""",post_op,29-01-2018 09:37,dog,"""Mouth healing fine, suturess till in place, advise will dissolve. No need to revisit. Owner likely to spay after next season."""
61,5885146,second vaccination (DHP+KC). DUDE BAR physical exam unremarkable. Nobivac DHP/solvet. Nobivac KC/diluent. Next appointment in 2 weeks. second L4 + weight check + repeat flea treatment,other_healthy,21-03-2019 14:44,dog,second vaccination (DHP+KC). DUDE BAR physical exam unremarkable. Nobivac DHP/solvet. Nobivac KC/diluent. Next appointment in 2 weeks. second L4 + weight check + repeat flea treatment
62,5600667,"vaccination. O reports ageing gracefully. now 100% deaf so firework/noise phobia no longer an issue. no change in thirst or appetite. O reports getting less tolerant of change and dogs, will bolt and run if gets fretful. O does not manage to do daily tooth brushign as the dog HATES it. Ce=wt steady. HR=PR=118 no murmur pulse matched, colour pink crt1s. ab palp NAD.skin mass on neck->alopecic, dangling, pigmented, approx 10 x 2 MM stalked. progressive nuclear sclerosis. remaining teeth->severe tartar accum. vaccines delivered. clipped dew claws only. hated KC. advsie wormin and topicals-O has collecetd already",vaccination,15-01-2019 17:53,dog,"vaccination. O reports ageing gracefully. now 100% deaf so firework/noise phobia no longer an issue. no change in thirst or appetite. O reports getting less tolerant of change and dogs, will bolt and run if gets fretful. O does not manage to do daily tooth brushign as the dog HATES it. Ce=wt steady. HR=PR=118 no murmur pulse matched, colour pink crt1s. ab palp NAD.skin mass on neck->alopecic, dangling, pigmented, approx 10 x 2 MM stalked. progressive nuclear sclerosis. remaining teeth->severe tartar accum. vaccines delivered. clipped dew claws only. hated KC. advsie wormin and topicals-O has collecetd already"
63,3124949,"""clipped some knots off abdomen and groomed.""",other_healthy,12-05-2017 09:44,cat,"""clipped some knots off abdomen and groomed."""
64,1869359,"""OE left ear, o has been cleaning with sancerrum. R ear nothing abnormal detected, L ear v inflammed slightly waxy. Rest of check ok- mild plaque- v wriggly boy therefore advise canaural for 10 days and if no better then will have to swab even though will be challenging, then in kennels so osurnia would be the best option as o back after a week. Discussed tick protection, vaccs and lungworm prevention- o has endoguard - advise milbeworm for lungworm prevention.""",pruritus,12-07-2016 09:34,dog,"""OE left ear, o has been cleaning with sancerrum. R ear nothing abnormal detected, L ear v inflammed slightly waxy. Rest of check ok- mild plaque- v wriggly boy therefore advise canaural for 10 days and if no better then will have to swab even though will be challenging, then in kennels so osurnia would be the best option as o back after a week. Discussed tick protection, vaccs and lungworm prevention- o has endoguard - advise milbeworm for lungworm prevention."""
65,2287685,"""Lump. O reports lump between shoulders, approx 3cm x 3cm in size, fairly fiorm, but freely moveable. Has been developing since went home from hosp 4 weeks ago. She is brighter in herself, and eating well. No more V or D. Lump is in place for a injection reaction. Adv can try a/b, or FNA but O relcutant for more tests/meds currently. Adv monitor over next 1-2 weeks. If no change in size, would recommend FNA, and a/b, but advise it can take up to another 4 weeks to resolve.""",tumour,11-10-2016 15:17,dog,"""Lump. O reports lump between shoulders, approx 3cm x 3cm in size, fairly fiorm, but freely moveable. Has been developing since went home from hosp 4 weeks ago. She is brighter in herself, and eating well. No more V or D. Lump is in place for a injection reaction. Adv can try a/b, or FNA but O relcutant for more tests/meds currently. Adv monitor over next 1-2 weeks. If no change in size, would recommend FNA, and a/b, but advise it can take up to another 4 weeks to resolve."""
66,1103857,"""weight = 9.3KG RH Lameness. RH lamenss seen for this in July 2015, owner reports that over the passed month RH limb and been &apos;bad&apos; lame and painful; on RH limb. OA reported on x rays done july 2015. on exam stifle is painful, and joint thickened. delayed proprioception in RH limb. suspect CCL rupture, started nsaids and rest.""",trauma,25-01-2016 16:39,unknown,"""weight = 9.3KG RH Lameness. RH lamenss seen for this in July 2015, owner reports that over the passed month RH limb and been &apos;bad&apos; lame and painful; on RH limb. OA reported on x rays done july 2015. on exam stifle is painful, and joint thickened. delayed proprioception in RH limb. suspect CCL rupture, started nsaids and rest."""
67,3444096,"""Lame RIGHT HIND + has been licking foot a lot. O initially thought the problem was RIGHT HIND dew claw but on examination it become apparent that <<name>> has an injury to the main foot pad - scuffed area with a small punture whole caudally, flushed with saline no fb visible. adv treatment with antibiotics, still has rimadyl at home, bathe Twice Daily in salty water and avoid walks for ~ 1wk , protect foot when outside from soil. re-examine 5 days if nb, may require exploration under general anaesthesia if nb for fb. clipped both back dew claws r and l.""",trauma,02-08-2017 14:53,dog,"""Lame RIGHT HIND + has been licking foot a lot. O initially thought the problem was RIGHT HIND dew claw but on examination it become apparent that <<name>> has an injury to the main foot pad - scuffed area with a small punture whole caudally, flushed with saline no fb visible. adv treatment with antibiotics, still has rimadyl at home, bathe Twice Daily in salty water and avoid walks for ~ 1wk , protect foot when outside from soil. re-examine 5 days if nb, may require exploration under general anaesthesia if nb for fb. clipped both back dew claws r and l."""
68,2194078,"""owner bred and keeping this pup, Health check all normal and happy pup. Gave first vaccination and chipped. Owner said she does her own worming/fleaing""",vaccination,21-09-2016 12:25,dog,"""owner bred and keeping this pup, Health check all normal and happy pup. Gave first vaccination and chipped. Owner said she does her own worming/fleaing"""
69,1506060,"""vomitting again a few times , another cat has done this as well, advise re diet etc again but ?infectious cause still.""",gastroenteric,22-04-2016 09:57,cat,"""vomitting again a few times , another cat has done this as well, advise re diet etc again but ?infectious cause still."""
70,152753,"""Otitis R ear. Stenotic hairy canal. Clean with surosolve.""",other_unwell,14-08-2014 17:56,dog,"""Otitis R ear. Stenotic hairy canal. Clean with surosolve."""
71,4516230,"""History managed ears drops and no issues. Clinical both ears clean and open stop medicated drops but continue with ear cleaning and keeping hair down. Disc dental provide quote O will think about ****IF BOOKED IN THIS IS A MAJOR EXTRACTION DENTAL AND MUST BE THE ONLY DENTAL BOOKED IN ON THE DAY AND CARE WITH NUMBER OF PROCEDURES BOOKED IN UNLESS 2 VETS OPERATING ON DAY.*****""",other_healthy,18-05-2018 10:20,unknown,"""History managed ears drops and no issues. Clinical both ears clean and open stop medicated drops but continue with ear cleaning and keeping hair down. Disc dental provide quote O will think about ****IF BOOKED IN THIS IS A MAJOR EXTRACTION DENTAL AND MUST BE THE ONLY DENTAL BOOKED IN ON THE DAY AND CARE WITH NUMBER OF PROCEDURES BOOKED IN UNLESS 2 VETS OPERATING ON DAY.*****"""
72,1195444,"""Ears much improved. On otoscopic exam not very inflammed, not much wax. Still head shaking a little. O to use surolan for another week.  O to clean ears weekly, has cleaner at home.""",other_unwell,15-02-2016 10:14,dog,"""Ears much improved. On otoscopic exam not very inflammed, not much wax. Still head shaking a little. O to use surolan for another week.  O to clean ears weekly, has cleaner at home."""
73,3116732,"""Primary Vx - DHP (no L4 given today). Biop x 4-5 days. Acquired from private breeder nr <<identifier>>. Lovely girl. Possibly some small white worms noted in faeces? But no vomiting and normal motions. Diet is Harringtons and owner is quite happy with that. BARH. EENT - Slightly off from perfect scissor bite but may correct ok with further jaw development. OU open and comf. AU clean. H/L - HR 174/min, no murmurs, clear lungs/airways. Abdo - NAD, no hernias. Good conformation. O has concerns about L4 - would like to separate away from core vaccinations. Disc prevalence of L4 serovars, has been documented in <<location>> country so there will be a window of risk. Disc disease transmission, etc. O aware.  Start 1st L4 at 12 wks, then 2nd at 16 wks.  Next appointment in 2 weeks. 2nd DHP + KC - then 1st L4 at 12 wks, 2nd at 16 wks.""",vaccination,10-05-2017 11:17,dog,"""Primary Vx - DHP (no L4 given today). Biop x 4-5 days. Acquired from private breeder nr <<identifier>>. Lovely girl. Possibly some small white worms noted in faeces? But no vomiting and normal motions. Diet is Harringtons and owner is quite happy with that. BARH. EENT - Slightly off from perfect scissor bite but may correct ok with further jaw development. OU open and comf. AU clean. H/L - HR 174/min, no murmurs, clear lungs/airways. Abdo - NAD, no hernias. Good conformation. O has concerns about L4 - would like to separate away from core vaccinations. Disc prevalence of L4 serovars, has been documented in <<location>> country so there will be a window of risk. Disc disease transmission, etc. O aware.  Start 1st L4 at 12 wks, then 2nd at 16 wks.  Next appointment in 2 weeks. 2nd DHP + KC - then 1st L4 at 12 wks, 2nd at 16 wks."""
